Startup_Name,Industry,Initial_Funding_USD,Founder_Experience_Years,Team_Size,Target_Market_Size,Revenue_Model,Marketing_Spend_USD,Innovation_Index,Investor_Interest_Score,Success
Lee Ltd,E-commerce,1180910.0764418747,11,48,1,Commission,139838,0.95,0.14,1
Martinez-Ibarra,Travel,107263.31322475882,7,9,3,Freemium,32813,0.12,0.35,0
Harrell-Terrell,AI/ML,94659.22885510673,11,35,4,Freemium,17130,0.94,0.41,1
Nichols-Maxwell,FoodTech,597995.9204072122,3,25,5,One-time Purchase,28034,0.24,0.15,0
"Vega, Watts and Kelly",Gaming,54507.52898941009,4,50,4,Subscription,63986,0.84,0.58,1
"Mendez, Brown and Hunter",HealthTech,909953.9775419201,9,26,1,Advertising,53564,0.69,0.27,0
"Cherry, Harmon and Maldonado",E-commerce,5652166.525973321,3,30,5,Subscription,158674,0.95,0.42,1
Johnson-Russell,FinTech,896630.8250895684,5,33,1,Advertising,18605,0.36,0.16,0
"Ashley, Villegas and Ruiz",Travel,52541.28697452109,1,30,2,Advertising,151561,0.45,0.16,0
"Marsh, Cox and Morgan",Gaming,441144.35924942617,13,26,1,Freemium,146885,0.21,0.23,0
"Schultz, Howard and Bailey",FinTech,921137.619243732,6,6,5,One-time Purchase,173747,0.2,0.93,0
Hernandez-Payne,E-commerce,87478.47183094906,9,44,5,Commission,62581,0.22,0.67,0
"Anderson, Morris and Dorsey",FoodTech,4465604.427197125,3,6,5,One-time Purchase,188767,0.77,0.67,1
Hall Ltd,FoodTech,98511.21646215222,12,42,5,One-time Purchase,154890,0.9,0.58,1
"Brown, Rocha and Wright",E-commerce,1011808.9682815208,15,49,2,Freemium,104835,0.56,0.92,1
Clark-Tyler,HealthTech,1154081.4499710433,7,16,2,Advertising,137463,0.2,0.52,0
Roberson-Johnson,FoodTech,283167.2654870794,15,42,5,Commission,152623,0.21,0.32,0
Torres-Barnes,EdTech,458945.47072130325,1,38,5,Commission,76476,0.22,0.23,0
Bauer-Hayden,FinTech,2347872.4206486666,11,41,2,Advertising,150668,0.96,0.21,1
"Carter, Wood and Bass",AI/ML,48674.665474451474,9,5,5,One-time Purchase,178545,0.71,0.84,1
"Fleming, Steele and Sims",FinTech,1987565.7218871196,10,32,5,Subscription,46392,0.11,0.27,0
"Garcia, Grant and Bryant",FoodTech,1013952.0394162731,14,5,2,Advertising,152014,0.37,0.44,0
"Hunter, Smith and Flores",AI/ML,47689.95551019364,11,25,5,Freemium,125752,0.17,0.97,0
Henderson PLC,HealthTech,548212.5243277258,0,28,5,Commission,73359,0.69,0.94,1
Bradley-Baldwin,HealthTech,831396.6536899129,13,20,4,One-time Purchase,138715,0.39,0.72,1
Price-Kennedy,EdTech,87573.73263170321,13,4,5,Subscription,108304,0.11,0.76,0
Ballard-Carpenter,E-commerce,517163.950754607,2,3,2,Commission,82071,0.12,0.52,0
Beck-Buchanan,HealthTech,5229298.617560183,7,28,2,Advertising,25099,0.36,0.98,1
"Jackson, Keith and Baker",E-commerce,271741.2228978989,1,4,1,Commission,134822,0.1,0.88,0
Brown PLC,FinTech,118177.64679142191,5,11,5,Commission,58585,0.69,0.89,1
Hodges-Rogers,FinTech,54383.49115098821,10,10,4,One-time Purchase,45498,0.65,0.75,1
Stout-Hunt,Gaming,230448.50215992107,14,43,2,One-time Purchase,33534,0.54,0.98,1
Johnson-Gonzales,HealthTech,207415.6642097317,3,29,5,Advertising,155268,0.95,0.89,1
Kelly-Graham,Gaming,858563.9475438002,10,47,1,Subscription,166722,0.92,0.14,0
Parks-Wagner,FinTech,252431.48999371994,13,31,5,One-time Purchase,132482,0.23,0.11,0
Kirby Inc,RealEstate,4400388.468409466,0,13,2,Commission,56456,0.56,0.22,0
"Wilson, Smith and Campbell",FoodTech,5475284.327998698,1,12,4,Subscription,5674,0.32,0.22,0
Alvarez LLC,Travel,2041264.6204669063,8,4,5,Freemium,162466,0.7,0.99,1
Taylor Ltd,EdTech,482368.7101944031,8,27,4,Freemium,187475,0.79,0.84,1
Munoz and Sons,HealthTech,816325.3135630997,7,18,2,Subscription,164186,0.64,0.97,1
"Myers, Hernandez and Roy",FinTech,1917336.1038183377,12,42,4,One-time Purchase,173934,0.52,0.39,1
Douglas-Wiggins,HealthTech,972266.2875382961,6,26,4,Subscription,124476,0.68,0.71,1
Lewis PLC,FinTech,576591.6963870308,7,31,3,One-time Purchase,110266,0.42,0.84,0
"Gonzalez, Davis and Macdonald",HealthTech,462534.76294100226,13,38,2,Freemium,124318,0.63,0.86,1
Hawkins Group,FoodTech,44099.79207761958,10,23,1,Freemium,79107,0.93,0.66,1
Gregory Ltd,FoodTech,4609754.264025863,14,42,3,One-time Purchase,50163,0.4,0.87,1
Clark and Sons,Gaming,4774326.6757652275,0,35,5,Freemium,151792,0.75,0.16,1
"Cunningham, Ford and Garcia",EdTech,975939.5779921656,6,9,4,Commission,189599,0.92,0.72,1
Watkins-Bates,E-commerce,4754587.985609906,6,19,5,Subscription,52397,0.71,0.29,1
Barnes and Sons,E-commerce,104031.48458550287,8,20,1,One-time Purchase,38969,0.86,0.72,1
"Chang, Bennett and Lee",RealEstate,86319.50445091385,6,25,2,Subscription,47292,0.52,0.87,0
Lawson-Smith,RealEstate,116587.51910424812,2,25,3,Subscription,20832,0.94,0.81,1
Myers-Velasquez,FinTech,263327.0817512069,4,42,5,Subscription,16000,0.99,0.26,1
"Jackson, Brooks and Payne",EdTech,54773.500043930675,12,13,1,Commission,177362,0.35,0.47,0
Castillo Inc,Gaming,1027338.8247578108,10,26,1,Commission,199528,0.76,0.28,0
Castillo Inc,RealEstate,1684013.6146753228,0,37,2,Advertising,110925,0.54,0.45,0
Fields and Sons,FoodTech,119731.36650053402,2,40,3,One-time Purchase,103464,0.9,0.64,0
"Patel, Parker and Morgan",FinTech,1036919.4118202518,0,4,3,Freemium,45832,0.23,0.53,0
Allen-Preston,Gaming,1707974.7162774296,11,26,5,Advertising,106858,0.53,0.31,1
"Hopkins, Reeves and Mendez",Gaming,574835.1872393833,9,23,4,Advertising,6910,0.86,0.27,1
Baker-Williams,HealthTech,424347.53635286336,8,40,5,Advertising,123786,0.38,0.73,0
"Mccarthy, Martinez and Mitchell",FoodTech,1106632.0551148795,14,38,3,One-time Purchase,90552,0.28,0.99,1
Guerrero-Shaw,FinTech,250433.0205968129,12,48,4,One-time Purchase,51343,0.34,0.3,0
Vega Group,FoodTech,48478.97309767851,8,6,5,Advertising,162602,0.83,0.24,1
"Phillips, Cohen and Baxter",RealEstate,52501.98165869267,5,17,1,Subscription,58147,0.31,0.49,0
Smith-Duncan,E-commerce,515362.8460243762,10,18,1,Commission,148093,0.97,0.68,1
"Hicks, Herrera and Wiley",FoodTech,102440.11686044268,4,3,2,Advertising,76525,0.21,0.61,0
"Stafford, Haney and Russell",AI/ML,50662.112370368865,10,13,2,Advertising,36074,0.49,0.34,0
"Thompson, Malone and Smith",AI/ML,819570.5121231225,7,30,5,Freemium,42910,0.14,0.15,0
Juarez-Snow,FinTech,264723.99278216774,11,10,1,Freemium,61234,0.93,0.82,1
Bailey-Reid,Travel,55062.492113754066,6,7,2,One-time Purchase,94901,0.52,0.6,0
Brown LLC,E-commerce,272887.47426274215,10,6,4,Commission,100710,0.68,0.76,1
"Hendricks, Calhoun and Park",HealthTech,43239.852443080454,14,14,5,Commission,155891,0.38,0.26,0
"Cohen, Hickman and Swanson",E-commerce,4301631.12966866,1,50,4,Freemium,78049,0.16,0.22,0
Fitzpatrick and Sons,Travel,535773.4637802555,12,45,5,Subscription,25932,0.6,0.63,1
Mccormick LLC,HealthTech,1068240.848012036,0,26,5,Commission,67449,0.51,0.68,0
Ball PLC,FinTech,4528766.322192794,12,24,1,Advertising,157539,0.38,0.95,1
"Porter, Miles and Wright",FinTech,267758.8323977998,11,43,1,One-time Purchase,70353,0.48,0.54,0
Hayes Group,EdTech,118116.42407289364,13,22,5,Commission,198078,0.17,0.51,0
Williams Group,E-commerce,5410992.3288222775,3,50,5,Freemium,159398,0.71,0.98,1
Lozano-Hunt,FoodTech,4852052.573917596,11,48,3,Commission,171463,0.48,0.28,1
"Morris, Mullen and Mcdonald",FoodTech,2313442.4631036734,12,23,2,Freemium,152074,0.89,0.47,1
Sweeney Ltd,Gaming,1922180.433708112,15,44,2,Commission,148370,0.61,0.81,1
Johnson PLC,EdTech,936247.0918520798,8,24,3,Advertising,116429,0.66,0.77,1
Barr-Smith,HealthTech,114833.14456718756,9,2,5,Commission,158860,0.8,0.21,1
Kelley-Farrell,FinTech,89838.75268400631,4,39,4,Commission,194289,0.11,0.43,0
Davis Ltd,RealEstate,2280353.9672091026,11,19,4,Commission,98123,0.37,0.49,1
Richards and Sons,E-commerce,2217642.8444841937,5,27,3,Freemium,76998,0.6,0.43,0
Hall-Rhodes,FoodTech,4742322.791957666,1,32,1,Freemium,60825,0.75,0.94,1
"Hall, Bonilla and Moon",Gaming,49141.16533365471,7,14,3,Advertising,178221,0.95,0.47,1
"Turner, Cherry and Jones",AI/ML,1037170.7686335363,0,22,3,Subscription,117713,0.81,0.99,1
Johnson-Valdez,EdTech,4395711.947825085,2,37,2,Advertising,93281,0.68,0.73,1
"Lowery, Bell and Lloyd",FoodTech,2092451.8555783317,7,42,2,Subscription,14340,0.32,0.16,0
"Cooper, Bryant and Mason",HealthTech,4867270.940007419,1,28,5,Advertising,114151,0.35,0.32,0
Clark Group,Gaming,90908.72446345471,11,5,2,One-time Purchase,139683,0.8,0.98,1
Rubio Ltd,HealthTech,1121244.4100886504,15,2,3,One-time Purchase,190665,0.17,0.67,0
Thompson Inc,AI/ML,237271.3667530768,7,43,3,One-time Purchase,199513,1.0,0.84,1
Thomas LLC,Gaming,2177142.3950082064,1,38,5,Subscription,60783,0.62,0.88,1
Webb-Campbell,HealthTech,1779306.9369101988,5,37,3,Advertising,120396,0.76,0.16,0
"Jackson, Johnson and Holden",FoodTech,980118.2180312916,10,36,2,Commission,120506,0.39,0.86,1
Matthews-Vargas,EdTech,1106971.3888443124,5,43,2,One-time Purchase,191954,0.26,0.82,0
"Lucas, Jimenez and Coleman",RealEstate,2351505.7773879385,8,23,2,Freemium,89015,0.58,0.71,1
"Nichols, Mills and Sanchez",FinTech,89147.37191568986,5,33,4,Freemium,191543,0.23,0.36,0
Kennedy-Smith,FinTech,454814.80623900844,11,27,4,Advertising,176412,0.6,0.82,1
"Hernandez, Sandoval and Wood",E-commerce,92123.32545129933,6,27,3,Subscription,128652,0.89,0.15,0
"Oconnor, Freeman and Wise",Gaming,5253560.5497591,12,17,5,Commission,127963,0.17,0.63,1
Glenn Group,RealEstate,904635.8692591146,7,7,4,One-time Purchase,87481,0.67,0.98,1
"Hernandez, Garcia and Schultz",FoodTech,581887.1887669512,14,38,2,Commission,16403,0.79,0.61,1
"Stewart, Smith and Campbell",E-commerce,540363.3476266324,8,9,1,Subscription,137886,0.84,0.56,1
Estrada and Sons,AI/ML,206817.91175578843,8,24,5,Commission,137330,0.21,0.18,0
Smith Ltd,EdTech,213114.47061858393,14,48,1,One-time Purchase,60324,0.78,0.59,1
Ortiz-Glass,E-commerce,5500010.854777175,10,26,3,Subscription,147715,0.85,0.41,1
Pugh PLC,EdTech,4434248.378545776,7,3,4,Advertising,13595,0.88,0.76,1
Taylor and Sons,FinTech,96111.2239060276,12,37,1,Subscription,77399,0.47,0.33,0
"Martin, Edwards and West",FinTech,1698428.296061166,2,50,5,Commission,135939,0.18,0.69,0
Suarez-Owen,E-commerce,573138.2442300272,13,9,5,Commission,19381,0.17,0.23,0
Bender and Sons,FoodTech,573169.8254585987,10,33,4,Commission,84599,0.37,0.32,0
"Miller, Mcmillan and Cunningham",Gaming,475032.22112348507,2,6,4,Subscription,9324,0.67,0.62,0
Wilson-Weaver,Gaming,99179.37132169584,4,30,4,Subscription,97818,0.83,0.29,0
"Rios, Clark and Moore",Travel,4264104.769199737,11,13,4,One-time Purchase,20070,0.5,0.31,1
Larson-Davis,FinTech,277930.6845331882,5,41,3,Advertising,170394,0.28,0.55,0
Flowers-Robinson,RealEstate,104204.53012581792,8,36,4,Subscription,14178,0.64,0.24,0
Calderon-Price,E-commerce,264328.50359181216,8,21,3,Freemium,12548,0.38,0.53,0
Greene LLC,Travel,535769.4904107118,12,2,5,Commission,144729,0.96,0.22,1
"Williams, Moore and Williams",Gaming,40639.16573649465,8,46,3,Advertising,55194,0.99,0.96,1
Washington-Wise,FinTech,992688.3420730153,5,31,4,One-time Purchase,56869,0.41,0.65,0
"Smith, Pineda and Rogers",FinTech,5941545.913332602,9,7,2,Subscription,42366,0.5,0.22,1
"Hernandez, Miller and Kelly",RealEstate,56662.23401508937,12,42,2,Commission,52821,0.63,0.61,1
Freeman-Morgan,FoodTech,52547.72107977397,7,36,3,Advertising,39557,0.87,0.28,0
Harris-Long,EdTech,1146765.6464493144,7,41,1,Subscription,95186,0.13,0.95,0
"Richard, Hodges and Williamson",AI/ML,2151031.143664072,13,20,1,Commission,8068,0.32,0.74,1
Young PLC,HealthTech,97945.14113884255,0,25,1,One-time Purchase,21254,0.63,0.5,0
Leon-Rodriguez,Travel,1109561.890378789,11,15,4,Commission,37973,1.0,0.95,1
Scott Ltd,E-commerce,2170045.454193152,15,26,1,Freemium,14649,0.55,0.52,1
Edwards PLC,FoodTech,58608.668722609225,12,36,3,Commission,16787,0.66,0.7,1
"Williams, Stanley and Harvey",Travel,4480990.195843962,5,28,4,Subscription,176292,0.7,0.37,1
Kirby-Patterson,RealEstate,572705.1960760554,5,5,5,Freemium,159373,0.35,0.65,0
Cooper-Ford,EdTech,5077826.52292512,8,2,3,One-time Purchase,149827,0.71,0.65,1
"Lynch, Harris and Edwards",AI/ML,110181.73222043001,5,48,3,One-time Purchase,168791,0.54,0.77,0
Brown-Nguyen,FinTech,919925.832390911,8,41,2,One-time Purchase,76487,0.82,0.21,0
Rojas Group,FoodTech,223347.5597854188,9,41,3,Subscription,27097,0.13,0.46,0
"Cantu, Benjamin and Shaw",FoodTech,5864896.464489595,11,47,3,Commission,16615,0.53,0.61,1
"Guzman, Gonzales and Lozano",Gaming,999432.2295834897,11,23,5,Freemium,176896,0.65,0.13,1
"Rosales, Burgess and Williamson",E-commerce,222265.21691986444,11,22,2,Advertising,11254,0.77,0.57,1
Johnson PLC,FinTech,47376.621925034684,5,28,4,Commission,48225,0.19,0.1,0
"Hernandez, Fleming and Ochoa",E-commerce,101223.3946720065,2,25,2,One-time Purchase,22236,0.35,0.25,0
Moore Inc,FoodTech,224478.67564544012,0,2,1,One-time Purchase,39526,0.65,0.56,0
Stanton-Hill,Travel,91920.20773127869,5,50,4,Freemium,164406,0.49,0.98,0
"Edwards, Williams and Williams",Travel,1094530.1968774004,2,37,5,One-time Purchase,29911,0.98,0.32,1
Ritter-Cook,HealthTech,486594.14823310723,6,14,5,Subscription,155217,0.31,0.59,0
"Bass, Escobar and Brown",E-commerce,4084702.0232355576,13,5,2,Commission,73030,0.25,0.58,1
"Walters, Mcdonald and Rodriguez",FinTech,89840.61292776254,3,38,1,Commission,56448,0.69,0.25,0
"Fisher, Park and Nelson",FoodTech,418803.8944986857,12,12,4,Commission,58456,0.11,0.54,0
Harris Group,Travel,87223.18109893521,0,14,3,One-time Purchase,22168,0.88,0.72,0
"Garcia, Nielsen and Scott",EdTech,2124746.096770883,5,36,4,Commission,46270,0.52,0.66,1
"Hall, Romero and Cline",EdTech,293462.17998710804,2,9,1,Subscription,151334,0.46,0.37,0
"Nichols, Petersen and Lewis",E-commerce,42545.32125266451,11,33,5,Freemium,79228,0.52,0.97,1
Palmer Group,Travel,46975.734081464085,7,45,2,Commission,101994,0.8,0.96,1
Parks-Barton,Travel,4972607.188552527,11,27,2,One-time Purchase,106825,0.55,0.36,1
"Jackson, Schwartz and Williams",EdTech,1085010.05819316,4,10,2,Freemium,198919,0.97,0.5,1
"Livingston, Smith and Dodson",E-commerce,4531725.90914178,7,14,4,Advertising,170172,0.43,0.97,1
"Jackson, Miller and Meza",FoodTech,1724553.7401312005,9,10,2,Freemium,151275,0.72,0.93,1
"Huang, Rivera and Perez",Gaming,1171829.4071157733,4,46,4,Advertising,108741,0.17,0.51,0
Harvey-Scott,EdTech,532627.541503619,14,19,4,Advertising,7436,0.31,0.8,1
"Bailey, Rodriguez and Todd",Gaming,243795.28898063625,1,25,4,Commission,171828,0.97,0.29,0
Cruz-Rivera,Travel,4399833.927167618,3,6,3,Subscription,189307,0.1,0.45,0
Fry and Sons,RealEstate,421003.14357569255,15,13,5,Freemium,56043,0.9,0.26,1
Thompson Group,AI/ML,1097098.1288690495,13,27,1,Subscription,115046,0.13,0.35,0
Davis-Bowman,FinTech,1773042.313189033,3,34,2,Subscription,118143,0.19,0.39,0
"Alexander, Freeman and Murray",HealthTech,1134062.7700056997,8,5,1,Freemium,134979,0.92,0.32,1
Fisher Group,EdTech,201699.55756027356,4,48,3,One-time Purchase,7394,0.44,0.51,0
Graham Ltd,FinTech,5227738.923703629,11,25,3,Commission,116579,0.38,0.35,1
Davis LLC,EdTech,1894550.31509487,3,21,2,Freemium,125482,0.75,0.23,0
Miller-Macdonald,EdTech,481293.16867446527,2,33,5,One-time Purchase,140146,0.27,0.12,0
"Evans, Wilson and Chung",RealEstate,83843.56044781388,4,23,4,Commission,153676,0.45,0.9,0
Contreras Ltd,E-commerce,1089362.8850343411,11,41,4,Advertising,54264,0.43,0.92,1
Lewis LLC,Gaming,5267887.81326906,2,43,3,Subscription,164788,0.68,0.13,1
Jones-Dougherty,RealEstate,5584311.919818484,14,22,3,Freemium,193646,0.25,0.91,1
Johnson Ltd,Gaming,100253.73794273582,9,23,4,One-time Purchase,10648,0.88,0.26,1
"Briggs, Clark and Hernandez",Gaming,240582.3988417344,8,10,2,Subscription,78774,0.38,0.23,0
Barnes PLC,EdTech,87232.40660996105,5,30,4,Advertising,126742,0.13,0.41,0
Williamson-Bailey,Gaming,5346587.768591591,11,20,2,Commission,186874,0.88,0.4,1
Huffman-English,FinTech,549361.9973211831,4,12,5,One-time Purchase,10385,0.31,0.62,0
Wilson Group,FinTech,4860326.281668793,12,6,4,One-time Purchase,6579,0.27,0.35,1
"Wilkerson, Pearson and Hernandez",AI/ML,90431.65056482395,1,7,3,One-time Purchase,187030,0.52,0.19,0
"Smith, Casey and Hernandez",EdTech,53898.26698487343,10,13,1,Advertising,78295,0.38,0.15,0
"Hanson, Evans and Taylor",EdTech,1180720.8578458885,2,7,3,Freemium,93888,0.73,0.16,0
Bentley-Rodriguez,FoodTech,284445.8760926856,0,30,1,Commission,52233,0.79,0.34,0
Kirk Ltd,FinTech,54326.450147470474,9,39,2,One-time Purchase,180482,0.75,0.76,1
Preston-Franklin,AI/ML,44306.59970144463,6,50,3,Subscription,59366,0.5,0.49,0
"Preston, Jackson and Michael",E-commerce,1761435.708879856,8,12,2,Commission,72254,0.11,0.98,0
Bennett Group,E-commerce,253422.83815137073,12,37,2,Subscription,52252,0.7,0.11,0
Anderson and Sons,EdTech,5505337.549077811,0,45,4,Commission,159631,0.52,0.89,1
Wilkins Ltd,EdTech,519080.2315035994,1,3,2,Freemium,85094,0.98,0.72,1
Myers-Moore,E-commerce,56280.33415065763,3,40,2,Subscription,122822,0.79,0.4,0
Woodard Group,E-commerce,5333569.223167271,8,16,3,Commission,79776,0.16,0.31,0
"Wheeler, Smith and Garcia",Travel,114187.40165643586,7,25,3,Commission,85557,0.17,0.27,0
Williams-Bates,FoodTech,443468.4315852985,5,38,2,One-time Purchase,114310,0.56,0.44,0
Cook-Olson,EdTech,42582.61005050574,13,38,5,One-time Purchase,32831,0.33,0.44,0
Kelly and Sons,RealEstate,246891.67942045213,10,33,2,One-time Purchase,8197,0.5,0.96,1
Day LLC,Gaming,4347716.1238243915,5,32,5,Advertising,86019,0.89,0.14,1
Valencia-Gregory,FoodTech,47335.06437395672,12,34,3,Advertising,32824,0.75,0.17,0
"Mathews, Henry and Yates",AI/ML,58891.60208924313,13,36,5,One-time Purchase,92525,0.44,0.92,1
Murray PLC,RealEstate,5161927.878217164,2,32,3,Subscription,81658,0.56,0.71,1
Singh-Scott,FinTech,293660.38920226524,14,18,4,Freemium,58215,0.93,0.73,1
Ellis-Cowan,EdTech,1135196.6003514407,12,39,1,Subscription,41560,0.91,0.37,1
"Dorsey, Vazquez and Coleman",E-commerce,1908220.533196011,14,41,5,Subscription,13111,0.14,0.95,1
Castillo and Sons,FinTech,50515.70449538038,8,27,4,Freemium,11220,0.66,0.52,0
Santos-Hayes,Gaming,58619.50083035984,1,22,2,One-time Purchase,84888,0.78,0.96,0
Garcia-Henry,FinTech,277308.3060660299,8,4,4,Commission,39316,0.36,0.86,0
"Hopkins, Weber and Meyer",Gaming,2261607.668818137,10,25,4,Freemium,68604,0.24,0.32,0
"Lee, Smith and Newton",RealEstate,247707.1744323892,8,2,2,Commission,194771,0.55,0.61,0
Burnett PLC,E-commerce,4288852.055622358,11,18,3,Advertising,76365,0.94,0.44,1
Whitney Ltd,EdTech,101105.96477362841,9,26,3,One-time Purchase,159699,0.73,0.42,0
"Peters, Hayes and Baker",RealEstate,406010.22550853534,3,47,3,Freemium,99744,0.94,0.55,1
Sparks-Harrison,Gaming,865482.9117191825,1,30,2,One-time Purchase,5537,0.81,0.28,0
Shaw-Medina,HealthTech,2374544.4490827667,10,41,2,Freemium,114437,0.73,0.91,1
"Jackson, Warner and Perez",E-commerce,92734.94287284,6,48,5,Advertising,88629,0.66,0.7,1
Combs-Brown,AI/ML,274621.13434553804,6,43,4,Freemium,192850,0.51,0.48,0
Allen-Thomas,Gaming,221660.69533981648,15,28,1,One-time Purchase,54810,0.12,0.24,0
White-Martinez,EdTech,4650174.874133993,13,42,2,Advertising,61454,0.58,0.67,1
Garcia Group,HealthTech,2083145.7650924916,3,39,2,Advertising,127059,0.55,0.25,0
"Tran, Gallagher and Taylor",FinTech,959972.9479366209,5,37,2,Commission,26484,0.53,0.59,0
Moore Group,FinTech,955356.6392081137,7,49,1,Subscription,79982,0.5,0.45,0
"Campos, Romero and Garner",FinTech,2296568.036438253,3,11,3,Subscription,179222,0.54,0.53,0
"Harris, Nguyen and Johnson",Travel,233901.1569846867,1,12,2,Subscription,92505,0.53,0.2,0
Kelly Inc,Travel,54265.245620088164,13,36,4,Subscription,132845,0.79,0.9,1
Andrews LLC,RealEstate,5578933.044170461,9,14,5,One-time Purchase,143482,0.75,0.94,1
"Munoz, Taylor and Ramirez",AI/ML,850492.5973526952,1,23,2,Commission,45863,0.83,0.2,0
Payne Inc,HealthTech,1098313.6072440855,0,29,4,Freemium,57818,0.58,0.54,0
Dennis-Shepard,FinTech,967195.679191188,9,12,1,Freemium,85777,0.29,0.95,0
"Shelton, Stanley and Evans",Gaming,419654.02186954214,12,20,5,Commission,50963,0.64,0.94,1
Hernandez-Hahn,Gaming,1780288.112081602,5,28,2,Advertising,85626,0.27,0.64,0
Green Group,Gaming,536691.5910689994,15,25,5,Subscription,133420,0.56,0.93,1
Chandler PLC,FinTech,83695.521523399,10,25,2,Commission,167935,0.42,0.7,0
Foley Ltd,AI/ML,472835.66935340175,14,24,1,Freemium,37735,0.91,0.69,1
Arnold-Miller,EdTech,992032.7872994839,13,36,5,Commission,100715,0.17,0.65,0
"Foster, Osborn and Schmidt",FinTech,261468.76646186283,10,30,4,Commission,162422,0.74,0.97,1
"Taylor, Garcia and Williams",E-commerce,83631.35573212677,4,5,3,Freemium,95348,0.99,0.74,1
Hernandez Group,FinTech,4951131.316438511,15,17,3,One-time Purchase,92706,0.99,0.71,1
Baldwin Group,AI/ML,250142.33204239345,13,46,5,Freemium,49081,0.71,0.84,1
Miller PLC,Travel,44217.899313613794,2,35,4,One-time Purchase,109652,0.26,1.0,0
Riley-Johnson,HealthTech,294330.8574864796,1,35,2,Subscription,80468,0.96,0.93,1
Gonzales-Beck,FoodTech,102901.34214173823,7,12,3,Freemium,187953,0.16,0.75,0
"Garcia, Wagner and Bradshaw",Gaming,247058.6729122024,14,9,3,Commission,186655,0.5,0.8,1
Anderson-Hurley,AI/ML,109796.64334993668,5,18,5,Commission,53162,0.41,0.97,0
"Patton, Cruz and Lopez",EdTech,923218.4541012055,13,23,2,Advertising,112557,0.7,0.46,1
"Peters, Smith and Rodriguez",RealEstate,419945.94652459363,12,2,2,Advertising,94762,0.75,0.83,1
West Ltd,RealEstate,112804.7255304877,13,50,5,One-time Purchase,168912,0.6,0.12,0
Baker-Wood,EdTech,471759.9887565597,4,39,3,Commission,44785,0.27,0.55,0
Stewart-Medina,Gaming,55919.288821385024,13,16,4,Advertising,78834,0.71,0.13,0
Ruiz-Hansen,HealthTech,463015.32470545726,13,2,4,Freemium,114039,0.92,0.76,1
"Ford, Graham and Long",Travel,84189.40819649557,4,34,5,Advertising,18898,0.56,0.68,0
Edwards PLC,Travel,47254.89954518575,2,23,3,Advertising,9673,0.49,0.44,0
"Knox, Kim and Ross",E-commerce,435357.2128517943,5,6,5,Freemium,116280,0.86,0.1,0
"Ramirez, Jackson and Mooney",HealthTech,46588.286524333904,12,11,1,Advertising,26843,0.63,0.99,1
"Owens, Alvarez and Odom",Gaming,5836044.367652725,15,37,3,Freemium,186596,0.26,0.94,1
"Pierce, Kelly and Woods",FinTech,4798512.857426811,9,8,5,Commission,45877,1.0,0.82,1
"Castillo, Anderson and Donaldson",FinTech,232704.00583373025,11,30,4,Subscription,45869,0.13,0.42,0
"Davis, Alvarez and Douglas",FinTech,110995.40407263482,10,38,1,Freemium,172945,0.4,0.31,0
Rodriguez-Smith,E-commerce,942984.0808735403,15,33,2,Subscription,175553,0.46,0.57,1
Andrews LLC,RealEstate,866198.0844681971,8,33,5,Subscription,69073,0.92,0.87,1
"Jacobson, Davenport and Zimmerman",RealEstate,1079296.97556005,0,15,3,One-time Purchase,66083,0.6,0.48,0
Blanchard Ltd,EdTech,107426.1191316204,2,12,2,One-time Purchase,136604,0.3,0.96,0
Turner-Smith,FinTech,435892.492398172,11,7,5,Freemium,182447,0.89,0.16,1
"Kirby, Hall and Serrano",Gaming,973059.3565144133,14,34,2,Subscription,186499,0.13,0.24,0
Swanson PLC,FoodTech,5397442.887353965,11,29,1,Commission,94009,0.52,0.68,1
Richards Ltd,EdTech,4527198.691716567,5,44,2,Subscription,51023,0.42,0.93,1
Rodriguez-Cox,RealEstate,4540498.949353753,3,39,1,One-time Purchase,56358,0.85,0.49,1
"Brown, Martinez and Davis",Gaming,1159100.8670057282,4,23,3,Advertising,99605,0.94,0.96,1
"Edwards, Smith and Faulkner",AI/ML,86390.68979660582,8,5,5,Commission,193982,0.85,0.9,1
Moore Group,HealthTech,4399162.85047971,13,27,1,Freemium,5799,0.73,0.46,1
Johnson-Watkins,E-commerce,2091420.4078648954,6,5,2,Advertising,159354,0.31,0.7,0
Santiago Ltd,Gaming,5176089.869504594,0,32,4,One-time Purchase,74310,0.63,0.14,1
"Byrd, Reyes and Byrd",Gaming,250697.27978921152,3,34,2,Commission,140225,0.36,0.45,0
Ramsey LLC,FoodTech,593394.2573909868,15,19,5,Advertising,135217,0.21,0.95,1
Brown-Fuller,Travel,519124.7124134736,10,38,3,Freemium,87218,0.86,0.18,1
"Warner, Thomas and Johnson",RealEstate,236857.41937906542,0,23,4,Commission,88755,0.41,0.86,0
Bruce-Carlson,Travel,4113353.4258004827,12,37,4,Commission,89011,0.13,0.7,1
"Wilson, Osborn and Williamson",Gaming,1966413.849509644,6,44,2,Advertising,179056,0.22,0.24,0
Mendez Group,E-commerce,5412263.339865128,9,17,5,Advertising,9899,0.11,0.33,1
Potter-Velasquez,EdTech,4687488.6466374565,15,50,5,One-time Purchase,52927,0.65,0.73,1
Thomas and Sons,Travel,1149074.486795446,4,30,1,Commission,10251,0.42,0.74,0
